シリーズ,カテゴリ,Token type,名前,Total tokens,Supply,Holders,WeeklyTx,LINE NFT,Explorer,imgURL
第1弾,ミリオンプレス,1000000b,烏骨鶏,2390,2390,623,647,https://nft.line.me/search?isSale=ON&sort=PRICE_LOW&searchText=%E7%83%8F%E9%AA%A8%E9%B6%8F&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000000b,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000000b00000001
第1弾,4コマ,1000000c,弱酸性ブロックチェーン ①,1230,1230,630,1010,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%BC%B1%E9%85%B8%E6%80%A7%E3%83%96%E3%83%AD%E3%83%83%E3%82%AF%E3%83%81%E3%82%A7%E3%83%BC%E3%83%B3%20%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000000c,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000000c00000001
第1弾,4コマ,1000000d,弱酸性ブロックチェーン ②,1230,1230,617,13,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%BC%B1%E9%85%B8%E6%80%A7%E3%83%96%E3%83%AD%E3%83%83%E3%82%AF%E3%83%81%E3%82%A7%E3%83%BC%E3%83%B3%20%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000000d,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000000d00000001
第1弾,4コマ,1000000e,弱酸性ブロックチェーン ③,1230,1230,559,1502,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%BC%B1%E9%85%B8%E6%80%A7%E3%83%96%E3%83%AD%E3%83%83%E3%82%AF%E3%83%81%E3%82%A7%E3%83%BC%E3%83%B3%20%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000000e,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000000e00000001
第1弾,4コマ,1000000f,弱酸性ブロックチェーン ④,1230,1230,610,1522,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%BC%B1%E9%85%B8%E6%80%A7%E3%83%96%E3%83%AD%E3%83%83%E3%82%AF%E3%83%81%E3%82%A7%E3%83%BC%E3%83%B3%20%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000000f,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000000f00000001
第1弾,4コマ,10000010,夢を追いかけて ①,1230,1230,488,517,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%A4%A2%E3%82%92%E8%BF%BD%E3%81%84%E3%81%8B%E3%81%91%E3%81%A6%20%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000010,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001000000001
第1弾,4コマ,10000011,夢を追いかけて ②,1230,1230,513,524,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%A4%A2%E3%82%92%E8%BF%BD%E3%81%84%E3%81%8B%E3%81%91%E3%81%A6%20%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000011,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001100000001
第1弾,4コマ,10000012,夢を追いかけて ③,1230,1230,477,21,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%A4%A2%E3%82%92%E8%BF%BD%E3%81%84%E3%81%8B%E3%81%91%E3%81%A6%20%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000012,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001200000001
第1弾,4コマ,10000013,夢を追いかけて ④,1230,1230,464,513,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%A4%A2%E3%82%92%E8%BF%BD%E3%81%84%E3%81%8B%E3%81%91%E3%81%A6%20%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000013,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001300000001
第1弾,4コマ,10000014,ドジョウに恋をして ①,1230,1230,410,510,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%89%E3%82%B8%E3%83%A7%E3%82%A6%E3%81%AB%E6%81%8B%E3%82%92%E3%81%97%E3%81%A6%20%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000014,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001400000001
第1弾,4コマ,10000015,ドジョウに恋をして ②,1230,1230,408,1,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%89%E3%82%B8%E3%83%A7%E3%82%A6%E3%81%AB%E6%81%8B%E3%82%92%E3%81%97%E3%81%A6%20%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000015,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001500000001
第1弾,4コマ,10000016,ドジョウに恋をして ③,1230,1230,412,509,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%89%E3%82%B8%E3%83%A7%E3%82%A6%E3%81%AB%E6%81%8B%E3%82%92%E3%81%97%E3%81%A6%20%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000016,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001600000001
第1弾,4コマ,10000017,ドジョウに恋をして ④,1230,1230,396,1003,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%89%E3%82%B8%E3%83%A7%E3%82%A6%E3%81%AB%E6%81%8B%E3%82%92%E3%81%97%E3%81%A6%20%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000017,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001700000001
第1弾,4コマ,10000018,魂に刻んでいく ①,1230,1230,395,503,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E9%AD%82%E3%81%AB%E5%88%BB%E3%82%93%E3%81%A7%E3%81%84%E3%81%8F%20%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000018,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001800000001
第1弾,4コマ,10000019,魂に刻んでいく ②,1230,1230,380,1,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E9%AD%82%E3%81%AB%E5%88%BB%E3%82%93%E3%81%A7%E3%81%84%E3%81%8F%20%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000019,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001900000001
第1弾,4コマ,1000001a,魂に刻んでいく ③,1230,1230,369,1,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E9%AD%82%E3%81%AB%E5%88%BB%E3%82%93%E3%81%A7%E3%81%84%E3%81%8F%20%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000001a,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001a00000001
第1弾,4コマ,1000001b,魂に刻んでいく ④,1230,1230,379,11,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E9%AD%82%E3%81%AB%E5%88%BB%E3%82%93%E3%81%A7%E3%81%84%E3%81%8F%20%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000001b,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001b00000001
第1弾,4コマ,1000001c,NFTって何だろう ①,1230,1230,510,1010,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=NFT%E3%81%A3%E3%81%A6%E4%BD%95%E3%81%A0%E3%82%8D%E3%81%86%20%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000001c,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001c00000001
第1弾,4コマ,1000001d,NFTって何だろう ②,1230,1230,542,18,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=NFT%E3%81%A3%E3%81%A6%E4%BD%95%E3%81%A0%E3%82%8D%E3%81%86%20%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000001d,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001d00000001
第1弾,4コマ,1000001e,NFTって何だろう ③,1230,1230,631,22,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=NFT%E3%81%A3%E3%81%A6%E4%BD%95%E3%81%A0%E3%82%8D%E3%81%86%20%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000001e,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001e00000001
第1弾,4コマ,1000001f,NFTって何だろう ④,1230,1230,543,510,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=NFT%E3%81%A3%E3%81%A6%E4%BD%95%E3%81%A0%E3%82%8D%E3%81%86%20%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000001f,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000001f00000001
第2弾,ミリオンプレス,10000020,ゴッドファルサリア,1230,1230,591,1056,https://nft.line.me/search?currency=FNSA&isSale=ON&priceMin=0.5&priceMax=2&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%82%B4%E3%83%83%E3%83%89%E3%83%95%E3%82%A1%E3%83%AB%E3%82%B5%E3%83%AA%E3%82%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000020,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002000000001
第2弾,ミリオンプレス,10000021,大納言エル,1230,1230,589,32,https://nft.line.me/search?currency=FNSA&isSale=ON&priceMin=0.2&priceMax=2&sort=PRICE_LOW&searchText=%E5%A4%A7%E7%B4%8D%E8%A8%80%E3%82%A8%E3%83%AB&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000021,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002100000001
第2弾,ミリオンプレス,10000022,ニムエ,1230,1230,668,1021,https://nft.line.me/search?isSale=ON&sort=PRICE_LOW&searchText=%E3%83%8B%E3%83%A0%E3%82%A8&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000022,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002200000001
第2弾,ミリオンプレス,10000023,アーサー剣術の城,1230,1230,669,26,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%82%A2%E3%83%BC%E3%82%B5%E3%83%BC%E5%89%A3%E8%A1%93%E3%81%AE%E5%9F%8E&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000023,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002300000001
第2弾,ミリオンプレス,10000024,傭兵アーサー,1230,1230,646,12,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%82%AD%E5%85%B5%E3%82%A2%E3%83%BC%E3%82%B5%E3%83%BC&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000024,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002400000001
第2弾,ミリオンプレス,10000025,フェイ,1230,1230,678,9,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%95%E3%82%A7%E3%82%A4&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000025,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002500000001
第2弾,ミリオンプレス,10000026,錬金アーサー,1230,1230,681,19,https://nft.line.me/search?tab=marketplace&searchText=%E9%8C%AC%E9%87%91%E3%82%A2%E3%83%BC%E3%82%B5%E3%83%BC&brandIds[0]=30&sort=RANDOM&isSale=ON,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000026,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002600000001
第2弾,ミリオンプレス,10000027,居合アーサー,1230,1230,625,49,https://nft.line.me/search?tab=marketplace&searchText=%E5%B1%85%E5%90%88%E3%82%A2%E3%83%BC%E3%82%B5%E3%83%BC&brandIds[0]=30&sort=RANDOM&isSale=ON,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000027,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002700000001
第2弾,ミリオンプレス,10000028,エニード,1230,1230,652,511,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%82%A8%E3%83%8B%E3%83%BC%E3%83%89&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000028,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002800000001
第2弾,ミリオンプレス,10000029,グリンゴレット,1230,1230,639,31,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%82%B0%E3%83%AA%E3%83%B3%E3%82%B4%E3%83%AC%E3%83%83%E3%83%88&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000029,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002900000001
第2弾,ミリオンプレス,1000002a,ガラハッド,1884,1884,585,154,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%82%AC%E3%83%A9%E3%83%8F%E3%83%83%E3%83%89&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000002a,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002a00000001
第2弾,ミリオンプレス,1000002b,魔獣神ファルサリア,2223,2223,562,1605,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E9%AD%94%E7%8D%A3%E7%A5%9E%E3%83%95%E3%82%A1%E3%83%AB%E3%82%B5%E3%83%AA%E3%82%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000002b,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002b00000001
第2弾,4コマ,1000002c,試練に立ち向かえ！①,1230,1230,597,1022,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E8%A9%A6%E7%B7%B4%E3%81%AB%E7%AB%8B%E3%81%A1%E5%90%91%E3%81%8B%E3%81%88%EF%BC%81%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000002c,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002c00000001
第2弾,4コマ,1000002d,試練に立ち向かえ！②,1230,1230,584,3,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E8%A9%A6%E7%B7%B4%E3%81%AB%E7%AB%8B%E3%81%A1%E5%90%91%E3%81%8B%E3%81%88%EF%BC%81%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000002d,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002d00000001
第2弾,4コマ,1000002e,試練に立ち向かえ！③,1230,1230,548,1,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E8%A9%A6%E7%B7%B4%E3%81%AB%E7%AB%8B%E3%81%A1%E5%90%91%E3%81%8B%E3%81%88%EF%BC%81%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000002e,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002e00000001
第2弾,4コマ,1000002f,試練に立ち向かえ！④,1230,1230,563,509,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E8%A9%A6%E7%B7%B4%E3%81%AB%E7%AB%8B%E3%81%A1%E5%90%91%E3%81%8B%E3%81%88%EF%BC%81%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000002f,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000002f00000001
第2弾,4コマ,10000030,熱海～★①,1230,1230,549,504,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E7%86%B1%E6%B5%B7%EF%BD%9E%E2%98%85%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000030,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003000000001
第2弾,4コマ,10000031,熱海～★②,1230,1230,548,508,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E7%86%B1%E6%B5%B7%EF%BD%9E%E2%98%85%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000031,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003100000001
第2弾,4コマ,10000032,熱海～★③,1230,1230,543,4,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E7%86%B1%E6%B5%B7%EF%BD%9E%E2%98%85%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000032,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003200000001
第2弾,4コマ,10000033,熱海～★④,1230,1230,561,504,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E7%86%B1%E6%B5%B7%EF%BD%9E%E2%98%85%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000033,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003300000001
第2弾,4コマ,10000034,ブラック企業を抜け出そう①,1230,1230,541,506,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E4%BC%81%E6%A5%AD%E3%82%92%E6%8A%9C%E3%81%91%E5%87%BA%E3%81%9D%E3%81%86%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000034,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003400000001
第2弾,4コマ,10000035,ブラック企業を抜け出そう③,1230,1230,536,11,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E4%BC%81%E6%A5%AD%E3%82%92%E6%8A%9C%E3%81%91%E5%87%BA%E3%81%9D%E3%81%86%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000035,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003500000001
第2弾,4コマ,10000036,ブラック企業を抜け出そう②,1230,1230,528,9,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E4%BC%81%E6%A5%AD%E3%82%92%E6%8A%9C%E3%81%91%E5%87%BA%E3%81%9D%E3%81%86%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000036,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003600000001
第2弾,4コマ,10000037,ブラック企業を抜け出そう④,1230,1230,539,7,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E4%BC%81%E6%A5%AD%E3%82%92%E6%8A%9C%E3%81%91%E5%87%BA%E3%81%9D%E3%81%86%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000037,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003700000001
第2弾,4コマ,10000038,君との新しい日々①,1230,1230,548,6,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%90%9B%E3%81%A8%E3%81%AE%E6%96%B0%E3%81%97%E3%81%84%E6%97%A5%E3%80%85%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000038,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003800000001
第2弾,4コマ,10000039,君との新しい日々②,1230,1230,525,8,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%90%9B%E3%81%A8%E3%81%AE%E6%96%B0%E3%81%97%E3%81%84%E6%97%A5%E3%80%85%E2%91%A1&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/10000039,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003900000001
第2弾,4コマ,1000003a,君との新しい日々③,1230,1230,515,6,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%90%9B%E3%81%A8%E3%81%AE%E6%96%B0%E3%81%97%E3%81%84%E6%97%A5%E3%80%85%E2%91%A2&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000003a,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003a00000001
第2弾,4コマ,1000003b,君との新しい日々④,1230,1230,549,1004,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E5%90%9B%E3%81%A8%E3%81%AE%E6%96%B0%E3%81%97%E3%81%84%E6%97%A5%E3%80%85%E2%91%A3&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000003b,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003b00000001
第2弾,4コマ,1000003c,カソウツウカってなあに？①,1230,1230,545,4,https://nft.line.me/search?isSale=ON&brandIds%5B0%5D=30&sort=PRICE_LOW&searchText=%E3%82%AB%E3%82%BD%E3%82%A6%E3%83%84%E3%82%A6%E3%82%AB%E3%81%A3%E3%81%A6%E3%81%AA%E3%81%82%E3%81%AB%EF%BC%9F%E2%91%A0&tab=marketplace,https://explorer.blockchain.line.me/finschia/item-token-type/db8c702e/1000003c,https://lbw-impro.line-apps.com/v1/daphne/token/db8c702e/1000003c00000001
